,Date,User,Tweet,Keyword
68,2020-07-20 08:23:27+00:00,kathmandupost,"Two people were killed and seven houses were buried in a landslide at Parigaun in Naugadh Rural Municipality Ward No. 6, Darchula on Sunday night. https://t.co/bM7Phsnx01 — by Manoj Badu",landslide
69,2019-07-20 07:10:00+00:00,kathmandupost,Landslides triggered by rain this monsoon have blocked various sections of the Dharan-Dhankuta road along the Koshi Highway. https://t.co/KN9kAO9JaF — by Ramesh Chandra Adhikari,landslide
70,2020-09-20 03:45:00+00:00,kathmandupost,"OPINION: Reducing Nepal’s landslide risks

Communities can build disaster resilience by implementing geohazard risk management measures. https://t.co/MStGQtL0FR — by @WorldBankNepal &amp; @JohnARoome",landslide
71,2021-01-29 08:08:00+00:00,kathmandupost,"Eight months on, work stalled at Darchula-Tinkar road

Sunsera-Mal section of the road was obstructed by landslides in June last year.
https://t.co/Uho0RP9JZh — by Manoj Badu",landslide
72,2021-06-23 18:45:00+00:00,kathmandupost,"Conservationists blame exploitation of forest and riverbed materials in the Chure region for the incidents of floods and landslides occurring frequently in recent years. 

https://t.co/3MjcTYXmZQ — by Bhawani Bhatta &amp; Mohan Budhaair",landslide
73,2020-09-28 20:15:00+00:00,kathmandupost,"As many as 54 families have been displaced after a massive landslide struck Jogle Gaira settlement in Shitganga Municipality Ward No. 12, Arghakhanchi, on Friday. https://t.co/iW9y8G7eqP — by Birendra KC",landslide
74,2020-06-14 09:21:46+00:00,kathmandupost,"UPDATE: The death toll in a landslide that occurred at Kushma Municipality Ward No. 3, in Durlung, Parbat on Saturday night reached eight on Sunday. https://t.co/UIwh8RN5e7 — by Agandhar Tiwari",landslide
75,2019-02-25 07:45:00+00:00,kathmandupost,"A recent study carried out by a technical team has showed that seven places along the Narayangadh-Muglin road section are prone to landslides. 

https://t.co/Cha6yGy8MS",landslide
76,2022-08-03 04:15:00+00:00,kathmandupost,"7 killed in floods, landslides in districts

The disasters, prompted by incessant overnight rains, have also displaced scores of households and damaged property.
https://t.co/Eoi2AX3htp — by Ghanshyam Khadka",landslide
77,2018-08-22 21:15:00+00:00,kathmandupost,"Around 1,200 container trucks have been stranded in the Chinese border town of Kerung for the last three weeks after landslides blocked the Dhunche-Rasuwagadhi road section.

https://t.co/ebjlLhCOLY",landslide
78,2019-09-15 07:55:00+00:00,kathmandupost,Recurring landslides along the 39-km-long Tansen-Butwal road stretch have left hundreds of passengers in hardship. https://t.co/GuAnNlTFwX — by Madhab Aryal,landslide
79,2020-06-22 13:40:56+00:00,kathmandupost,"Landslide buries four vehicles in Palpa, two bodies recovered

Continuous rainfall in the past few days has triggered landslides at multiple places in the district

https://t.co/odZ5anfrvL — by Madhav Aryal",landslide
80,2022-03-04 00:15:00+00:00,kathmandupost,"Three villages facing displacement by landslides

Fifty families have been displaced by landslides in Katkhet, Talbada and Maitoli villages of Bajhang.

https://t.co/Dd3ll3il4A — by @bajhangimitra",landslide
81,2020-08-14 05:15:00+00:00,kathmandupost,"Overnight landslides in Kalikot and Makwanpur claim seven lives

Six people died after a landslide buried a house in Kalikot, while a 54-year-old man died in the Makwanpur landslide.

https://t.co/Ucr1dYoSTw",landslide
82,2022-02-17 11:42:12+00:00,kathmandupost,"Heavy rains, flooding kill dozens in Brazil’s ‘Imperial City’

In the Morro da Oficina neighbourhood, up to 80 houses were hit by landslides, according to authorities who expect the death toll to rise.

https://t.co/yju5AEJEaU",landslide
83,2019-09-22 23:15:00+00:00,kathmandupost,"Locals, tourists and pilgrims going to Kailash Mansarovar have been affected following a landslide at Nakurdung along the Pasang Lhamu Highway. https://t.co/Z7V2wHv3w6 — by Balaram Ghimire",landslide
84,2021-08-21 06:45:00+00:00,kathmandupost,"Landslide debris blocks river in Bajhang, triggers flood threats

Continuous landslide at Githine cliff in Bungal Municipality has hindered work to safely channelise the blocked river.

https://t.co/qnRy9DBdOO — by @bajhangimitra",landslide
85,2019-07-10 08:35:00+00:00,kathmandupost,"Locals say it’s not just their houses that are at risk due to landslides but also arable land. Because of the landslide, several patches of lands have cracked up; a school has also suffered damages.

https://t.co/YBy7zSkcpv — by Aash Gurung",landslide
86,2018-09-14 07:00:00+00:00,kathmandupost,"The Lamjung-Manang road section has been disrupted following landslides at several areas from Besisahar to Chyame

https://t.co/eNO2ThTc8U",landslide
87,2020-06-26 00:45:00+00:00,kathmandupost,"Landslides and floods threaten many settlements in mid-hill region

Haphazard construction of rural roads have raised the risk of landslides and erosions, road engineers say. https://t.co/8VABoLGYTV — by Madhab Aryal",landslide
88,2020-07-13 01:19:28+00:00,kathmandupost,"Bad weather hampers rescue for victims of Sankhuwasabha landslide

Eleven people are missing while four have been rescued alive. The landslide has washed away nine houses. https://t.co/0Nni5ncnwD — by Dipendra Shakya",landslide
89,2018-10-28 12:15:00+00:00,kathmandupost,"The Narayanghat-Muglin road section, once synonymous to dusty roads, landslides and long traffic jams, has got a facelift after upgradation works

Here are some photos: https://t.co/LSl4ndfzDT",landslide
90,2018-08-13 23:15:00+00:00,kathmandupost,"In Achham, a massive landslide blocks Mid-Hill Highway, stranding hundreds of passengers; efforts were on to resume the highway traffic until late Sunday afternoon

https://t.co/Go6ZrcipdS",landslide
91,2021-08-31 17:45:00+00:00,kathmandupost,"Floods, landslides continue to wreak havoc

Three persons died, two others have gone missing in Duhun Rural Municipality of Darchula district in the past 24 hours.

https://t.co/fbak3aIgJW — by Manoj Badu",landslide
92,2020-07-17 06:37:00+00:00,kathmandupost,"Floods and landslides displace around 400 households in Sindhupalchok in past week

The survivors’ misery is exacerbated by the looming threat of coronavirus spread at temporary shelters they have been moved to

https://t.co/D1iN6wzWjt — by Anish Tiwari",landslide
93,2022-12-28 07:01:45+00:00,kathmandupost,"Rescue teams across nine provinces in the Philippines raced on Wednesday to try to locate 26 people missing after weekend rains, floods and landslides that have killed at least 25 people, in one of its deadliest weather events this year.

https://t.co/WVFzU7AfbW",landslide
94,2022-07-09 22:15:00+00:00,kathmandupost,"People of settlements prone to landslides and floods in Sindhupalchok living in abject fear

https://t.co/pNHJxWpbRB — by Anish Tiwari",landslide
95,2021-08-19 05:15:00+00:00,kathmandupost,"Landslides obstruct Dang-Salyan road

Traffic along the highway is in gridlock after vehicles travelling between the districts got stranded.

https://t.co/KG3Teasyvz  — by Biplab Maharjan",landslide
96,2020-08-11 05:45:00+00:00,kathmandupost,"Floods, landslides affect life in several districts of Sudurpaschim

The disaster has added to the distress of Bhajani residents who were already reeling under the devastation caused by July’s floodings.

https://t.co/6D43J4qkdj — by Mohan Budhaair &amp; Arjun Shah",landslide
97,2020-09-24 05:51:56+00:00,kathmandupost,"UPDATE: Eight, including seven of same family, die in separate landslides in Syangja district

In Palpa, six people have gone missing after a landslide buried three houses in Rambha Rural Municipality.
https://t.co/5vSqA6ej7Y Pratiksha Kafle &amp; Madhab Aryal",landslide
98,2022-08-21 08:45:00+00:00,kathmandupost,"Floods and landslides triggered by intense monsoon rains killed at least 50 people in northern and eastern India over the last three days, officials said on Sunday.

https://t.co/G48jmUEEKG",landslide
99,2021-08-27 00:45:00+00:00,kathmandupost,"Disaster preparedness sorely lacking in Karnali Province

Floods and landslides take lives and ravage properties in the province every year. Many people say the severity can be mitigated by prioritising preparedness.

https://t.co/ZkCBRaTqTu — by Chandani Kathayat",landslide
100,2022-07-15 16:45:00+00:00,kathmandupost,"Landslides displace more than 40 families

Landslides following heavy rainfall since Wednesday have affected settlements across the country’s hill districts. 

https://t.co/thtvIiFSyS — by Kedar Shiwakoti",landslide
101,2018-08-22 05:15:00+00:00,kathmandupost,"The highway has been damaged at several places forcing travellers to walk long distance through landslide-prone areas

https://t.co/TODkMxQACz",landslide
102,2019-09-01 08:45:00+00:00,kathmandupost,Landslides along the Surkhet-Jumla road section have blocked the Karnali Highway for 23 days within the last five months. https://t.co/HY0PFBgxPg — by Tularam Pandey,landslide
103,2021-06-21 06:35:00+00:00,kathmandupost,"Landslides obstruct rural roads in Achham

The construction of roads without carrying out environmental impact assessments has put several parts of the district at high risk of landslides, local residents say.

https://t.co/dhPs453GGb — by @menukadhungana2",landslide
104,2020-07-11 11:30:20+00:00,kathmandupost,"UPDATE: 17 bodies recovered, three rescued from various landslide spots in Myagdi

34 had gone missing in the district after landslides on Thursday night.
https://t.co/sX4RtOfaMS — by Ghanashyam Khadka",landslide
105,2020-08-15 01:35:29+00:00,kathmandupost,"'We had long been asking the authorities to move us to safer locations'

Lidi villagers say they knew a disaster was coming as the area weakened by the 2015 earthquakes was experiencing landslides since the start of the monsoon season. https://t.co/Vyx9c48oD0 — by Anish Tiwari",landslide
106,2020-08-30 09:24:27+00:00,kathmandupost,"One person was killed while at least a dozen others have gone missing in a landslide that occurred at Nagma Bazaar in Tilagufa Municipality Ward No. 1, Kalikot, on Sunday morning. https://t.co/g5x4i2Bjd8 — by Tularam Pandey",landslide
107,2019-07-21 08:35:00+00:00,kathmandupost,"The Syarpu Lake area has witnessed several landslides, which conservationists say are the result of deforestation and unplanned construction projects. https://t.co/5CuWlyT1qj — by  Hari Gautam",landslide
108,2021-08-16 02:00:00+00:00,kathmandupost,"Geological study finds 13 settlements of Bahrabise at high risk of landslides, floods

The study team has recommended the relocation of 5,000 households in several settlements that are at risk.

https://t.co/1BKMpsBYKe — by Anish Tiwari",landslide
109,2020-08-03 03:44:24+00:00,kathmandupost,"Four killed and four missing in a landslide in Melamchi, Sindhupalchok

A landslide buried an under-construction covered hall in Gauri Bazaar on Monday morning. https://t.co/RVHJDQTBhG — by Anish Tiwari",landslide
110,2018-08-31 22:15:00+00:00,kathmandupost,"Four members of a family perished in a landslide at Molung Rural Municipality-8 in Okhaldhunga district on Wednesday night.

https://t.co/FQtJrmofvG",landslide
111,2019-06-11 23:30:00+00:00,kathmandupost,"Locals of hill districts like Taplejung, Panchthar, Tehrathum and Sankhuwasabha among others are at high risk of landslides.

https://t.co/V1lFN51khr — by Ananda Gautam",landslide
112,2022-06-22 18:15:00+00:00,kathmandupost,"Monsoon brings more misery to Dhading villages

Every year, the rainy season causes loss of lives, displacement of people, and destruction of property in the landslide-prone district.

https://t.co/NXZZSRXBbx — by Sarita Shrestha",landslide
113,2022-07-21 04:55:00+00:00,kathmandupost,"Incessant rainfall since Tuesday triggers landslides in Bajhang

Landslides swept away three houses while more than 50 houses are at high risk in several settlements of the district.
https://t.co/zBUb6rIgmP — by @bajhangimitra",landslide
114,2019-07-12 15:45:22+00:00,kathmandupost,"Incessant rainfall, beginning Thursday night and continuing well into Friday, triggered floods and landslides across the country, killing at least 17 people, with six missing. https://t.co/R5qx3MwvJM — by @CK_Mandal &amp; @AnupOjha7",landslide
115,2022-07-18 16:45:00+00:00,kathmandupost,"Two years after disasters, displaced families are still living in makeshift settlements

In 2020, a provincial ministry paid 26 times more in helicopter fares than what it spent on relief for Sindhupalchok flood and landslide victims. https://t.co/vXd2Thtc8p — by @arjunpoudeltkp",landslide
116,2021-07-11 03:15:00+00:00,kathmandupost,"Five years on, Phopli landslide victims yet to receive any help

The landslide of July 25, 2016, killed 27 individuals and displaced around 200 families.

https://t.co/dVkm2VtC0T — by Shumsher Bikram GC",landslide
117,2020-09-07 04:09:22+00:00,kathmandupost,Two people were killed after a landslide buried a powerhouse of Nagdewa micro hydropower project in Tellok at Sirijangha Rural Municipality Ward No. 4 in Taplejung district on Sunday night. https://t.co/xW5RUGAvZF — by Ananda Gautam,landslide
118,2022-10-10 13:51:20+00:00,kathmandupost,"One dead, several missing in Kalikot landslides

Incessant rains for the past five days have wreaked havoc in the district while also affecting search and rescue efforts.
https://t.co/0VO3p1Fj5x — by Tularam Pandey",landslide
119,2022-12-15 05:47:28+00:00,kathmandupost,"Residents of Congo’s capital mourn after deadly floods and landslides

Congo’s President Felix Tshisekedi has declared three days of national mourning.

https://t.co/4M1j2M8wek",landslide
