Tweet,Keyword
"Lalitpur launches animal ambulance service

The City has handed over the veterinary ambulance to a non-profit animal shelter. The non-profit plans to use the ambulance to rescue street dogs and stray animals in need of attention.

https://t.co/M39Pi5ClKb — by @AnupOjha7",rescue
"Wildlife rescue centre opens in Pokhara Lekhnath

https://t.co/iPY8WjFM7n https://t.co/wIyVKAxJwJ",rescue
"OPINION: Ideology of hate

""It’s up to the Hindu middle class to rescue the soul of India from the clutches of hate mongers.""

https://t.co/ApWTuKoroP — by @khardobad",rescue
"Thousands of Nepalis stranded in India lockdown urge their government to rescue them

Foreign Minister Gyawali has said Nepal-India border crossings will not be opened to let in returning Nepalis. https://t.co/ZXWnxTh2fg — by @anilkathmandu",rescue
"Home Minister says there are no boats to rescue flood victims; what did we do with all of that climate money then?

https://t.co/KHVhBecUzz",rescue
Nepal Army choppers have been flown to Dolakha and Sindhupalchok with medical &amp; rescue teams. #Nepalquake,rescue
"Nepal’s evacuation lessons after Afghan and Ukraine crises

Kathmandu’s poor diplomatic presence, lack of resources, laid-back attitude and weak administration hamper rescue, officials say.

https://t.co/vPlIE3d6Ka — by @anilkathmandu",rescue
"Expedite rescue works in flood-affected areas: Home Minister

#KathmanduPost

https://t.co/Yo098MZYic",rescue
"If we are to rescue the constitution, the govt must reach a compromise with Madhesi people, by Ajaya Bhadra Khanal

https://t.co/rr5lrQ056d",rescue
"Telemedicine to the rescue of some migrant workers

Nepalis working abroad face a tough time when they contract the virus, but some organisations have come forward to help.

https://t.co/z8TAIk9qFV — by @arjunpoudeltkp",rescue
"Netizens help Nepal Police in aid, rescue operations
http://t.co/4M9yMpqGj1 http://t.co/MvniVMfgjs",rescue
"Police rescue two Nepalis from Delhi brothel

#KathmanduPost

https://t.co/8T3eleSeep",rescue
"International medical assistance company used lies to threaten the government, private rescue agencies and hospitals in Nepal

https://t.co/WiChx5Qxox",rescue
"Chinese rescue team to carry medicines and food to Gorkha district, one of the worst-affected districts after the tremor. #NepalEarthquake",rescue
"15 houses washed away, two dead and 18 go missing as rains trigger floods in Sindhupalchok

With roads damaged, rescue teams are forced to take alternative routes to reach the incident site.

https://t.co/RtZXeaGhmd",rescue
"Police rescue three swept by flood in Siraha

https://t.co/o8POTQohrT",rescue
"Lack of animal rescue centre hinders wildlife control operations

There have been incidents where captured wild animals have died due to the absence of a skilled rescue team and a proper infirmary in Kanchanpur.

https://t.co/cETfqcd0aZ — by Bhawani Bhatta",rescue
"Bangladesh forces clear Dhaka cafe &amp; rescue hostages #GulshanAttack
Video: @XHNews 
Details: https://t.co/NLn1MU6Oh3 https://t.co/CE18D1OM2B",rescue
"Cyclone Freddy toll surpasses 300 as Mozambique counts bodies

Continued rain and power outages have hampered search and rescue efforts this week as the storm caused severe flooding, swept away roads and left bodies and houses buried in mud.

https://t.co/kvNfkoK8bq",rescue
"Turkey-Syria earthquake death toll passes 45,000; many still missing in flattened apartments

While many international rescue teams have left the vast quake zone, domestic teams continued to search through flattened buildings hoping to find more survivors.
https://t.co/7IWC9WpQKn",rescue
"Shree Krishna Patel is one of seven survivors airlifted from Simara to Kathmandu after rescue efforts began Monday morning in the wake of the terrible storm that battered Bara and Parsa districts on Sunday night.
https://t.co/LPHIyJr6zF  — by @AnupOjha7",rescue
"Trishuli bus accident: Injured left in lurch due to lack of promptness rescue operation

#KathmanduPost

https://t.co/SLrmdzyZIv https://t.co/m1BStnZetQ",rescue
"Top NC leaders fail to rescue party
#KathmanduPost
https://t.co/TDr1uP2fwM",rescue
"Social media comes to the rescue of some in search of Covid-19 treatment

Platforms dedicated to help those in need of beds, oxygen, therapeutics have sprung up as the strain on the healthcare system grows.

https://t.co/huBEpX53sY — by @dhungana_shuvam",rescue
"National team deputy Gyanendra Malla slammed a ton against his former club Nepal Armed Police Force Club but still failed to rescue Province 3 from a 41-run defeat in the Prime Minister Cup One Day National cricket tournament— by @chin2pin2 

https://t.co/E6mQwSbYZ5",rescue
"The motion of public importance tabled by Nepali Congress lawmaker Gagan Thapa recommends that the government initiate rescue and repatriation of Nepalis from Covid-19 hit countries based on their status of vulnerability

https://t.co/w3biiMZML9 — by @CK_Mandal",rescue
"Flood-affected Gobargada locals await rescue (In pictures)

#KathmanduPost

https://t.co/HMpHryAFrY https://t.co/2r6KQPdasT",rescue
"At least 50 killed in Turkey earthquake, dozens trapped under rubble

Turkish authorities scrambled rescue teams and supply aircraft to the region around the city of Kahramanmaras, while declaring a “level 4 alarm” that calls for international assistance.

https://t.co/BP3w6e3RRo",rescue
"The Public Accounts Committee of Parliament seems to have come to the rescue of three tourism ministers while laying the blame on two government secretaries for all that went wrong in the multi-million-dollar Airbus aircraft purchase.

https://t.co/ezzllZXKcy",rescue
"District Forest Office vehicle on standby for wildlife rescue

https://t.co/LWz1gVLmi9 https://t.co/EYWGjUPj2V",rescue
Rescue chopper unable to locate exact blockage site due to dust from continuous falling landslip debris #KaliGandaki http://t.co/q9VLbnzlMV,rescue
"When Kathmandu gets hungry at late night, this delivery service comes to rescue https://t.co/02r2dsIAJE — by @PrasainKrishana",rescue
"Thursday morning landslides kill 11 in Syangja and Palpa while five others have gone missing

Rescue efforts have been affected due to adverse weather conditions &amp; active landslides in affected areas.
https://t.co/5vSqA6ej7Y — by Pratiksha Kafle, Lal Prasad Sharma &amp; Madhav Aryal",rescue
Kathmandu has no clue about number of Nepalis needing rescue from Ukraine https://t.co/IS1fNx99pL — by @anilkathmandu &amp; @binodjourno,rescue
"OPINION: Civilians to the rescue

The Yeti crash has once again brought to the fore the need for effective disaster management. https://t.co/ldPTBbe5pI — by Shrijan Bahadur Malla",rescue
"CNP officials rescue pregnant one-horned rhino

#KathmanduPost

https://t.co/h0qsbdskrN https://t.co/7Q1X7gutfW",rescue
"Erdogan visits earthquake-hit south as anger grows over rescue effort

Agitated locals complain of slow government response to the rescue and relief effort, even as the situation grows grimmer.

https://t.co/CU0PgYCuLT",rescue
9 out of 10 Nepali troops are said to be involved in search and rescue operations. #NepalQuake http://t.co/EetoRSDJHv,rescue
"#Opinion High and dry: Keeping food safe and available during natural disasters is as important as rescue efforts

https://t.co/3ib81Fjrnh",rescue
"A cornered Oli pulling out all the stops to gain support in the party

After attempting to woo Madhav Kumar Nepal, the ruling party chair is in a bid to resurrect the task force that had come to his rescue a few months back. https://t.co/vZUQ2MZzRW — by @tikapradhan",rescue
"OPINON: At Sunkoshi, rescue and relief operations should be conducted in parallel, by Prem Paudel http://t.co/Uhyl6MZiB0",rescue
"Nineteen dead, more than 3,000 in need of rescue, after Laos dam collapse - media

#KathmanduPost

https://t.co/PtHk9XBjOJ",rescue
"Haitians scramble to rescue survivors from ruins of major quake

Haitian officials had by Saturday evening registered at least 304 fatalities and more than 1,800 people injured.

https://t.co/M6ac9rdI2J",rescue
"Eye-watering deaths and destruction out west

21 dead, two missing in late-monsoon floods and landslides in Sudurpaschim and Lumbini provinces. Continuous rainfall has disrupted rescue efforts.

https://t.co/SmhQdGiExG — by @menukadhungana2",rescue
"Wildlife rescue in Palpa unsafe due to ill-equipped forest offices

Forest officials and security personnel lack tranquiliser guns and various other equipment required for a safe and immediate rescue of wildlife.

https://t.co/uflr4vcR8R — by Madhav Aryal",rescue
"The National Disaster Risk Reduction and Management Council decided to keep NA rescue and search teams on a standby in Itahari, Pokhara and Surkhet

https://t.co/5B5WUAYXVL",rescue
"Another helicopter has been dispatched to the accident-site for search and rescue operation, TIA sources say.",rescue
"OPINION: Rescue of the Chure: 34 million yrs of geological heritage is being destroyed, by Kanak Mani Dixit http://t.co/Y5m1SMCjYY",rescue
"9' 

Exiting play by Tajikistan, Goalie Kiran Kumar Limbu again to the rescue

#NepvTjk #AsianCupQualifier",rescue
"Indonesian authorities scrambled on Monday to get aid and rescue equipment into quake-hit Sulawesi island, and prepared to bury some of the at least 832 dead, while the government said it would accept international help for disaster relief.

https://t.co/sfd62b0spL https://t.co/Deke8JPSrL",rescue
Govt lays groundwork to rescue Nepalis trapped in Iraq turmoil  http://t.co/psYHTFbpf5,rescue
"Rescue efforts underway as China earthquake toll rises to 65

https://t.co/RfGmGK5RLR",rescue
"CNP officials rescue pregnant one-horned rhino

#KathmanduPost

https://t.co/h0qsbdskrN",rescue
India agrees to rescue Nepalis from embattled cities of Iraq http://t.co/RZ20TOhSc3,rescue
"Rescue teams across nine provinces in the Philippines raced on Wednesday to try to locate 26 people missing after weekend rains, floods and landslides that have killed at least 25 people, in one of its deadliest weather events this year.

https://t.co/WVFzU7AfbW",rescue
"EU leaders head for tussle over rescue plans for industry

The discussion among 27 leaders in Brussels will be inconclusive, diplomats said.

https://t.co/EfdpeEbvAn",rescue
"Bad weather hampers rescue for victims of Sankhuwasabha landslide

Eleven people are missing while four have been rescued alive. The landslide has washed away nine houses. https://t.co/0Nni5ncnwD — by Dipendra Shakya",rescue
"Rs 23b spent on relief, rescue; of that more than Rs 7b spent to purchase warm clothes https://t.co/r23aObobUf https://t.co/ASDopxDVhE",rescue
"As famine stalks Afghanistan, West urged to rescue stricken economy

With millions of Afghans at risk of famine following the Taliban’s takeover, sanctions are complicating efforts to send aid and revive the economy.

https://t.co/PZy3p1d6EL",rescue
"There are no survivors after a plane carrying 28 people crashed in the far east of Russia on Tuesday, Russian news agencies cited rescue officials as saying.

https://t.co/WiSKPqRYfF",rescue
"Thousands of Nepalis stranded in India lockdown urge their government to rescue them

Foreign Minister Gyawali has said Nepal-India border crossings will not be opened to let in returning Nepalis. https://t.co/ZXWnxTh2fg — by @anilkathmandu",rescue
"Floods, landslides inflict damage and disruptions in various districts

Power and communication outages snag relief and rescue work in Melamchi and Helambu areas.

https://t.co/PNHyCU7BMo — by Anish Tiwari",rescue
"Police rescue 3, arrest abductors after gunfight

https://t.co/HDEadl67eS https://t.co/9Sm9gq7J0O",rescue
"Helicopter rescue programme for pregnant women effective in Gandaki Province

https://t.co/n5NrhKX1tS — by Pratiksha Kafle",rescue
"Nepali Congress-formed economic task force suggests smaller budget amid Covid-19 crisis

The committee also suggested a number of measures to rescue the economy marred by the Covid-19 pandemic

https://t.co/Wxi2BpQDQq — by @journoprithvi",rescue
"No time to lose in bringing Nepalis home

It is shameful that it has taken over a month for the government to begin talking about rescue flights.

Read today's editorial https://t.co/zkbRLrdE5w",rescue
"Home Minister says there are no boats to rescue flood victims; what did we do with all of that climate money then?

https://t.co/KHVhBecUzz",rescue
Avalanche halts rescue works in Langtang http://t.co/hfxCTZ7AkS,rescue
Rescue workers pull a body from debris of Sindhupalchowk landslide Monday.Seventeen more bodies were recovered today. http://t.co/ehSF4qoPzx,rescue
"188 street children rescued by govt under it’s ambitious programme “Rescue and Rehabilitate Street Children”

https://t.co/QSXmoBWe0g",rescue
"Lack of animal rescue centre hinders wildlife control operations

There have been incidents where captured wild animals have died due to the absence of a skilled rescue team and a proper infirmary in Kanchanpur.

https://t.co/90ASR2fA9M — by Bhawani Bhatta",rescue
"UPDATE: 68 bodies recovered from Yeti Airlines crash site so far

Rescuers are searching for four remaining bodies from the Seti gorge where the plane crashed, informed TIA’s Rescue Co-ordination Centre.

https://t.co/67Cg8zRmiS",rescue
"30 Nepali migrants stranded in UAE appeal for rescue

https://t.co/GLN1xrvkBr https://t.co/maWzm560Jf",rescue
Govt prepares to send back rescue teams #NepalQuake http://t.co/xkoI4IK5La,rescue
"Canada announces $ 5 million for emergency relief programmes; Russia to sent a rescue team, to land later on today. #NepalEarthquake #Nepal",rescue
"Fake rescue: Government eliminates dubious emergency operators, @sangamprasai

https://t.co/LTEUUtGMKD",rescue
"At least five die in Sindhuli bus accident

A rescue operation is underway and the details of the mishap are awaited.

https://t.co/qD7RWCjXo6",rescue
"A scene from an aircraft accident rescue drill at the Tribhuvan International Airport in Kathmandu on Wednesday. 

Photo by: @dpak_kc https://t.co/pJzLF737i0",rescue
"A high altitude search and rescue team, with support of the local people, on Sunday retrieved the bodies of nine climbers killed in a snowstorm at the Mt Gurja base camp in Myagdi

https://t.co/44L6mtkl5i",rescue
"Search continues for nine campers caught in Malaysia landslide

Of the 94 people caught in the landslide, 61 were safe and nine still missing, the Selangor state fire and rescue department said. Those killed included seven children.

https://t.co/OF5waIQzs2",rescue
"Local units in Gandaki are running out of financial resources to combat coronavirus

As the province sees a surge in Covid-19 cases, local units struggle to fund their response, including rescue efforts.

https://t.co/HRpvUIxXdJ",rescue
"Police rescue four girls from traffickers

https://t.co/O17kGKjI79",rescue
"Three dead, seven missing in separate landslides in Kalikot and Rukum (West) district

Authorities say continuous rainfall has hampered the search and rescue operation.

https://t.co/SYhZsOmF7K — by Tularam Pandey &amp; Hari Gautam",rescue
"If this mission is executed, it will be the most complex rescue operation on Everest by far

https://t.co/INtUVzGV5I",rescue
"Helicopter rescue programme for pregnant women effective in Gandaki Province

Out of the 14 women rescued in the past two years, 13 have been successfully treated.
https://t.co/n5NrhKX1tS — by Pratiksha Kafle",rescue
"The Tourism Ministry on Wednesday said it was establishing a one-stop platform to issue helicopter rescue permits in restricted areas after rising deaths due to delayed medical evacuation flights

https://t.co/7vCokyOD1U",rescue
"Sunkoshi landslide: Death toll reaches 8, PM directs swift rescue, downstream areas may be declared 'crisis-hit' http://t.co/lAcLKvxIxW",rescue
"Palpa acts to revive hand-woven dhaka and rescue a local icon

The training programme aims to turn out 1,500 dhaka entrepreneurs in three years, officials say. https://t.co/DBUFSGePa2 — by Madhav Aryal",rescue
"Who will save Nepalis awaiting execution in foreign lands?

As a country that has done away with the death penalty, it is up to Nepal government to make all efforts to rescue its citizens from being executed abroad, rights activists say. https://t.co/fGNw6ZTSgJ — by @CK_Mandal",rescue
"Rescue operation resumes at Yeti Airlines crash site

At least 68 people have been confirmed dead in the crash so far.

https://t.co/77FFJvJI45",rescue
"PM directs authorities to immediately begin rescue works

https://t.co/Io0bW2YZwV",rescue
Chinese team with trained dogs to land at TIA shortly. The team will assist in rescue operation. #NepalEarthquake #Nepal,rescue
"The Tehrathum District Natural Disaster Rescue Committee has identified 15 settlements as landslide-prone areas and alerted their residents about the danger this monsoon

#KathmanduPost

https://t.co/bNJG4Bazob",rescue
Govt says rescue top priority but admits loopholes in relief distribution http://t.co/pFSg9JK0kL http://t.co/pbAXa1j6KT,rescue
"OPINION: Civilians to the rescue

The Yeti crash has once again brought to the fore the need for effective disaster management. https://t.co/ldPTBbdxAa — by Shrijan Bahadur Malla",rescue
"Lalitpur launches animal ambulance service

The City has handed over the veterinary ambulance to a non-profit animal shelter. The non-profit plans to use the ambulance to rescue street dogs and stray animals in need of attention.

https://t.co/e9ztxLU968 — by @AnupOjha7",rescue
Volunteers come to the rescue of macaques and birds at Pashupatinath https://t.co/UMH45owTZ5 // by @sthemanta https://t.co/ba68etir8K,rescue
9 out of 10 Nepali troops are said to be involved in rescue operations. #NepalQuake http://t.co/eW8kgAfJgL http://t.co/cLN1rZ2Ghk,rescue
"Govt spending millions to rescue migrants, bring back bodies

#KathmanduPost

https://t.co/onYLgdjoPn https://t.co/d0NyOxXTqn",rescue
"Malaysia campsite landslide kills 18, including children, as they sleep

Among the victims were three children and 10 women, according to the fire and rescue department.

https://t.co/8B5yRpYhUt",rescue
"China Eastern Airlines passenger jet has ‘accident’ in Guangxi, state media says

The jet involved in the accident was a Boeing 737 aircraft and the number of casualties was not immediately known, CCTV said. Rescue was on its way, it said.

https://t.co/U4ohpMSiH4",rescue
Chinese personnel carrying out rescue operation at Balaju. China has sent a 62-member team to assist in rescue work. http://t.co/MAHeRbfSME,rescue
"CIAA digs out millions of corruption in rescue and relief post-April quake

https://t.co/eaeUUQxOqK https://t.co/iyXHUipT0g",rescue
"Nepal Army, Nepal Police in the scene to carry out rescue operation. Five of the missing are women. #Koshiboatcapsize",rescue
More than 300 people have already died in the deadly #NepalQuake at #Rasuwa district. The rescue effort is underway. http://t.co/U4MEb1WNrO,rescue
"The National Human Rights Commission has drawn the government’s attention to Nepalis stranded at Nepal-India border points and asked to rescue them immediately.

https://t.co/D4zVJrTnjT",rescue
"Bogus rescue operations are casting doubts on Nepal’s ability to attract tourists while keeping them safe and secure, by Rajesh Khanal

https://t.co/Pn09RXcvVb",rescue
"Nepal to rescue 38 workers stranded in Saudi Arabia
#KathmanduPost
https://t.co/HoeFecWR3c",rescue
"Nepalis returning from Afghanistan stress swift rescue of fellow citizens

As many as 118 Nepali nationals, working at the US embassy in Kabul, arrive home, two days after the Taliban made a comeback.
https://t.co/bIgqIBqZZf — by @AnupOjha7",rescue
"Fresh tremor hits country, casualties reported; NA rescue teams flown to Dolakha, Ramechhap http://t.co/8GRb9QqyVN",rescue
"A cornered Oli pulling out all the stops to gain support in the party

After attempting to woo Madhav Kumar Nepal, the ruling party chair is in a bid to resurrect the task force that had come to his rescue a few months back. https://t.co/e1W1C9PFXB — by @tikapradhan",rescue
"Air rescue saving lives of pregnant women and newborn in rural areas

In the last fiscal year, 12 pregnant women were rescued and brought to Kathmandu from Dhading for safe delivery. 

https://t.co/oudnHZPghx — by Sarita Shrestha",rescue
"Kin of migrant in Saudi appeals for his rescue

https://t.co/xiz5xAg7JB",rescue
"Bahundangi villagers rescue lost elephant calf after past cruelty

The locals rescued the calf and handed it over to the Kolabari forest office of India. https://t.co/Spg2R6HlSO — by @Pabatjhapa",rescue
"Where government efforts have faltered, the people have come to the rescue

In the absence of governmental efforts, many individuals and communities across the country are working to ensure that relief reaches the most vulnerable. https://t.co/csXeYgJBvo — by @_aditiiiii",rescue
"Nepal’s central bank on Friday unveiled rescue packages through its annual monetary policy to mitigate the economic effects of Covid-19, promising to help support businesses get back on their feet. https://t.co/UHGFTkrYx2 — by @journoprithvi &amp; @sangamprasai",rescue
"Trishuli bus accident: Injured left in lurch due to lack of promptness rescue operation

#KathmanduPost

https://t.co/SLrmdzyZIv https://t.co/cBiakRX459",rescue
"Lockdown and new political map have come to Oli’s rescue, but he is not out of the woods yet

Demand for his resignation is on hold for now, but hasn’t subsided yet, insiders say. https://t.co/MTXbwpO4Hm — by @anilkathmandu",rescue
"Hopes fade for finding more Turkey-Syria quake survivors as toll climbs

In Turkey, many have complained of a lack of equipment, expertise and support to rescue those trapped - sometimes even as they could hear cries for help.

https://t.co/NFDGu54FG3",rescue
"Wildlife rescue in Palpa unsafe due to ill-equipped forest offices

Forest officials and security personnel lack tranquiliser guns and various other equipment required for a safe and immediate rescue of wildlife.
https://t.co/uflr4uVghj — by Madhav Aryal",rescue
"The Tourism Ministry on Wednesday said it was establishing a one-stop platform to issue helicopter rescue permits in restricted areas after rising deaths due to delayed medical evacuation flights. The restricted areas adjoin northern border with China.

https://t.co/7vCokz6equ",rescue
"There have been incidents where captured wild animals have died due to the absence of a skilled rescue team and a proper infirmary in Kanchanpur.

👉 Details: https://t.co/dCK3Y79ean

#TheKathmanduPost https://t.co/zwQjvgqcVt",rescue
Endowment fund comes to children’s rescue in Sindhupalchok district http://t.co/vFscMejALD,rescue
"A servant’s son to the rescue

Ganesh was well aware of his parents’ financial state and knew that it was his responsibility to not give them extra burden.

https://t.co/6kkEmwwJt1 — by Chandra Kumar Phuyal",rescue
"Nepalis can fly abroad on chartered rescue flights

Government is also considering allowing a limited number of scheduled flights from June.

https://t.co/97F9MdIPth — by @CK_Mandal",rescue
"Memes to the rescue

While the pictures littered all over social media might seem inane, many are finding them the only way to stay sane while in lockdown.
https://t.co/IkAaJneFz5 — by @TseringNgodupL1",rescue
"Rescue, relief yet to reach floods and landslides affected areas

https://t.co/gRKenqj24W https://t.co/jxC2HfJNOh",rescue
Leaders and ministers’ penchant for flying to different parts of the country in the name of rescue and relief is reminiscent of the days when the country was under a unitary system. https://t.co/taAQEGTGt3 — by @anilkathmandu,rescue
"Five dead in landslide in Myagdi

Rescue efforts to airlift the injured have been hampered due to bad weather and continuous rainfall, police say. https://t.co/WNIEj1rZIs — by Ghanshyam Khadka",rescue
Leaders and ministers’ penchant for flying to different parts of the country in the name of rescue and relief is reminiscent of the days when the country was under a unitary system. https://t.co/IuueMk8kvt — by @anilkathmandu,rescue
We need relief not rescue: FM Pandey http://t.co/8UbNodZQO2 http://t.co/b22xzz7WvB,rescue
"Himalayan blizzard: Search and rescue efforts continue
http://t.co/pwXRPapdGx http://t.co/z7WzMui2vg",rescue
Nepal Army personnel in rescue operation and relief distribution. #NepalQuake http://t.co/dKhcpTI1PW,rescue
Nepal Police says a chopper with rescue team onboard has landed near the blocked site. #KaliGandaki,rescue
"Efforts are underway to rescue five people who were buried in an avalanche that occurred at Bhomin in Byas Rural Municipality of Darchula district on Tuesday.

https://t.co/LEeL19GkrK",rescue
"Eye-watering deaths and destruction out west

21 dead, two missing in late-monsoon floods and landslides in Sudurpaschim and Lumbini provinces. Continuous rainfall has disrupted rescue efforts.

https://t.co/1Fj1U2lynl — by @menukadhungana2",rescue
"Nepal Police says 2 choppers have flown to Sindhupalchowk for rescue.
Sindhupalchwok is among worst #NepalQuake-hit districts. #Nepal",rescue
"Local units in Gandaki are running out of financial resources to combat coronavirus

As the province sees a surge in Covid-19 cases, local units struggle to fund their response, including rescue efforts.

https://t.co/1h6e2pcKZR",rescue
"Two different groups from India over the week tried to rescue two criminals arrested by Nepal Police in Rupandehi and Banke districts by crossing into the Nepali territory, resulting in violent scuffles

https://t.co/LaciWbkscE",rescue
"MoFA asked to rescue Nepalis from Saudi

https://t.co/QoLJB24YUq",rescue
"Expecting mothers who need Caesarean delivery are at risk in flood-ravaged Helambu

Government has a helicopter rescue programme to prevent maternal deaths, but health workers say the process is caught up in red tape. https://t.co/0XoXkxgOVQ — by @arjunpoudeltkp",rescue
"Three Star share points with Brigade Boys to finish sixth

Dona Thapa hits back an equaliser to rescue a point for Urjan Shrestha’s men as they settle for 1-1 draw against relegated Brigade Boys Club in the ‘A’ Division League.

https://t.co/Ax2I8Uu1nf",rescue
"Twelve villages in Mugu district are at high risk of landslides, according to the District Natural Disaster and Rescue Committee

#KathmanduPost

https://t.co/44AHbbCGRB",rescue
Rescue work on the fourth day after the #NepalQuake. http://t.co/6jErr7USjc,rescue
"Helicopter rescue programme saves lives of rural women

A total of 82 pregnant women and postpartum mothers from Sudurpaschim Province have been rescued under the President Women Upliftment Programme in the last three years.
https://t.co/w0xnMCsAl2 — by Tripti Shahi",rescue
"One dead, several missing in Kalikot landslides

Incessant rains for the past five days have wreaked havoc in the district while also affecting search and rescue efforts.
https://t.co/0VO3p1Fj5x — by Tularam Pandey",rescue
"Nepal’s central bank on Friday unveiled rescue packages through its annual monetary policy to mitigate the economic effects of Covid-19, promising to help support businesses get back on their feet. https://t.co/DIPuzDiAko — by @journoprithvi &amp; @sangamprasai",rescue
"Hundreds of people, including Rohingya Muslims, were feared dead after a cyclone struck Myanmar at the weekend, residents and aid groups said on Tuesday, with rescue efforts hampered by damage to infrastructure.

https://t.co/rHVLlmRvt2",rescue
Security personnel and locals carried out the rescue works. #Nepalearthquake #Nepal,rescue
"Lalitpur made to pay for missed penalties

Azerbaijan forward Nurlan Zahid misses a penalty but Ranjan Bista comes from the bench to rescue a point for Lalitpur.

https://t.co/toYp9Udrbt",rescue
"Air rescue saving lives of pregnant women and newborn in rural areas

In the last fiscal year, 12 pregnant women were rescued and brought to Kathmandu from Dhading for safe delivery. https://t.co/7NhyFMNWNB — by Sarita Shrestha",rescue
Man swims for 36 hours before rescue http://t.co/aZ7tmpwuRN,rescue
"Eleven bodies recovered from various landslides in Myagdi; 23 still missing

A chopper is preparing to fly towards the incident site with rescue materials where 43 houses were buried or damaged by landslides on Thursday. https://t.co/sX4RtOwMbs — by Ghanshyam Khadka",rescue
"Earthquake rescue work moves slowly as death toll climbs past 4,400

The magnitude 7.8 quake hit Turkey and neighbouring Syria early on Monday, toppling thousands of buildings and leaving thousands of people injured or homeless.

https://t.co/G72gogqj9L",rescue
"Bus plunges into Trishuli; 8 dead

Police rescue 22 passengers including a six-month-old baby boy 

#KathmanduPost

https://t.co/dbE2KftGZd",rescue
"RJP-N demand govt allocate Rs 26b for rescue, relief &amp; rehabilitation of flood victims in the Tarai

#KathmanduPost

https://t.co/rbsDQZcTCm",rescue
"OPINION: Will China rescue Pakistan and Sri Lanka?

Rajapaksa Mattala Airport is a glaring example of unviable Sri Lankan investments.

https://t.co/uZt2edaK89 — by Smruti S Pattanaik",rescue
"Flood-affected Gobargada locals await rescue (In pictures)

#KathmanduPost

https://t.co/HMpHryAFrY",rescue
"5 reported dead in Udaypur bus accident

41 passengers onboard, police team dispatched for rescue

https://t.co/UsbCB64XxS",rescue
"At least two killed in Okhaldhunga jeep accident

A rescue operation is underway and details of the mishap are awaited.

https://t.co/kmEc1YsQiu",rescue
"Army personnel climb down a rope during a mock rescue drill at Chhauni, Kathmandu on Wednesday. 
PHOTO: SANJOG MANANDHAR https://t.co/2Ghzy2AUcs",rescue
"Nepalis can fly abroad on chartered rescue flights

Government is also considering allowing a limited number of scheduled flights from June.
https://t.co/vGsCLGo5aF — by @CK_Mandal",rescue
"Authorities plan to rescue Nepalis stranded abroad. But no one knows who will pay for it 

There’s no clear decision yet on who pays for travel as the government plan hints at bringing them on chartered flights. https://t.co/mi2BNFF4Sz — by @sangamprasai &amp; @CK_Mandal",rescue
"60’ Bikesh to the rescue again.
BRNU23 0-1 NEP
#BRNU23vNEP
#BangabandhuGoldCup2016",rescue
"Israeli soldiers, who arrived in Nepal for rescue operation following the deadly earthquake, return on Sunday. http://t.co/0LimOnKHuR",rescue
EDITORIAL: Caught in crossfire: Nepal must explore cooperation with India to rescue the Nepalis trapped in Iraq http://t.co/EFjz1mJtjj,rescue
Indonesia search &amp; rescue teams detect pings in efforts to find black box flight recorders http://t.co/DuUKBZvbpo http://t.co/4JCyyfxsqh,rescue
"Chinese coal mine rescue bit after deadly blast

13 killed, 20 unaccounted for after explosion in coal mine

https://t.co/puOFaxPcO5 https://t.co/NMMazAnrdk",rescue
"CNP prepares to rescue four rhinos swept away by Rapti

#KathmanduPost 

https://t.co/qknhGjcwjB",rescue
"Palpa acts to revive hand-woven dhaka and rescue a local icon

The training programme aims to turn out 1,500 dhaka entrepreneurs in three years, officials say. https://t.co/my7MYa736D — by Madhav Aryal",rescue
"Govt spending millions to rescue migrants, bring back bodies

#KathmanduPost 

https://t.co/tSNdJwPIOJ",rescue
"Authorities plan to rescue Nepalis stranded abroad. But no one knows who will pay for it 

There’s no clear decision yet on who pays for travel as the government plan hints at bringing them on chartered flights. https://t.co/rhqqggvNbA — by @sangamprasai &amp; @CK_Mandal",rescue
"87' Kuthu comes to rescue again with his magnetic hands. 

IND 1-2 NEP

#NEPvIND #SAG2016",rescue
"Authorities that have been assigned to investigate into the multi-million dollar fake rescue scam are “close to releasing details,” as travel and trekking agencies gear up for the spring’s Everest climbing season next month

https://t.co/DCOcER69hs",rescue
"The parliamentary International Relations Committee on Wednesday directed the government to make arrangements for the local administration to issue helicopter rescue permits in restricted areas

https://t.co/Nl2ciuSqJ6",rescue
"Government audit highlights dubious accounting practices by emergency rescue agencies, hospitals

https://t.co/GOG4CD7KYM",rescue
"Helicopter rescue programme saves lives of rural women

A total of 82 pregnant women and postpartum mothers from Sudurpaschim Province have been rescued under the President Women Upliftment Programme in the last three years.
https://t.co/EJFLyZJmgJ — by Tripti Shahi",rescue
"If this mission is executed, it will be the most complex rescue operation conducted on Everest

https://t.co/b7JutzPJ6i",rescue
"Police rescue 39 girls from dance bars

#KathmanduPost

https://t.co/9z7kltGCN5",rescue
OPINION: Construction of an electricity transmission line that would rescue the economy must not be obstructed http://t.co/tagAitcuMN,rescue
"Nepalis returning from Afghanistan stress swift rescue of fellow citizens

As many as 118 Nepali nationals, working at the US embassy in Kabul, arrive home, two days after the Taliban made a comeback.

https://t.co/q1kBwFOn5h — by @AnupOjha7",rescue
